Deal Date,Investors,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/2011,Accel Partners, Battery Ventures, First Round Capital,,,,,,,,,,,,,,,,,,,,,,,,
6/5/2012,Accel Partners, Battery Ventures, First Round Capital, US Venture Partners,,,,,,,,,,,,,,,,,,,,,,,
9/5/2013,Accel Partners, Battery Ventures, First Round Capital, GGV Capital, US Venture Partners,,,,,,,,,,,,,,,,,,,,,,
8/9/2011,Foundation Capital, Leapfrog Ventures,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2012,Balderton Capital, Legg Mason Capital Management, PAR Capital Management, Technology Crossover Ventures, Zillow, Inc.,,,,,,,,,,,,,,,,,,,,,
3/1/2000,Focus Ventures, Needham Capital Partners, Ontario Teachers' Pension Plan, Selby Venture Partners, TechFund Capital Europe Management, Wasserstein Adelson Ventures, Woodside Fund,,,,,,,,,,,,,,,,,,,,
1/1/2001,3i, Argnor Wireless Ventures, Go Capital, Speed Venture,,,,,,,,,,,,,,,,,,,,,,,
3/1/2001,3i, Argnor Wireless Ventures, Go Capital,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2004,3i, Argnor Wireless Ventures, Ledstiernan,,,,,,,,,,,,,,,,,,,,,,,,
4/16/2012,Benchmark Capital, Bezos Expeditions, Charles River Ventures, Digital Garage, DST Global, GSV Capital, Insight Venture Partners, Institutional Venture Partners, Kingdom Holding Company, Kleiner Perkins Caufield & Byers, Morgan Stanley, Spark Capital, T Rowe Price, Twitter, Union Square Ventures,,,,,,,,,,,,
3/26/2014,Greylock Partners, Highland Capital Partners,,,,,,,,,,,,,,,,,,,,,,,,,
6/25/2012,Blue Ocean Ventures, Indian Angel Network,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2011,Balderton Capital, Index Ventures,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/2012,Accel Partners, Balderton Capital, Index Ventures,,,,,,,,,,,,,,,,,,,,,,,,
6/19/2014,Helion Venture Partners, Nexus Venture Partners, Qualcomm Ventures,,,,,,,,,,,,,,,,,,,,,,,,
1/29/2013,Comcast Ventures, GGV Capital, Kleiner Perkins Caufield & Byers, New Enterprise Associates, Sequoia Capital,,,,,,,,,,,,,,,,,,,,,,
10/1/2012,Almaz Capital Partners, de Anda Capital, McKenna Management,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2010,Founder Collective, LaunchTime, RRE Ventures,,,,,,,,,,,,,,,,,,,,,,,,
11/17/2011,ff Venture Capital, Khosla Ventures, RRE Ventures,,,,,,,,,,,,,,,,,,,,,,,,
9/25/2013,ff Venture Capital, Khosla Ventures, RRE Ventures,,,,,,,,,,,,,,,,,,,,,,,,
12/17/2013,Legend Capital Management, Tencent,,,,,,,,,,,,,,,,,,,,,,,,,
3/21/2011,Dace Ventures, Tudor Investment Corporation,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2012,Horizon Ventures, Wellington Partners,,,,,,,,,,,,,,,,,,,,,,,,,
4/11/2007,Capital Research and Management, Chilton Investment Company,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2004,BV Cornerstone Ventures, Mellon Ventures, WestBridge Capital Partners, Zavata, Inc.,,,,,,,,,,,,,,,,,,,,,,
7/15/2007,Finlombarda Gestioni, Innogest,,,,,,,,,,,,,,,,,,,,,,,,,
2/23/2011,Fletcher Spaght Ventures, Merck Capital Ventures, Novo Ventures, Solstice Capital, Valley Ventures,,,,,,,,,,,,,,,,,,,,,,
1/18/2002,Solstice Capital, Tucson Ventures, Valley Ventures, Village Ventures,,,,,,,,,,,,,,,,,,,,,,,
5/4/2005,Deimos Ventures, Emerging Technology Partners, Solstice Capital, Valley Ventures, Village Ventures,,,,,,,,,,,,,,,,,,,,,,
10/22/2007,Arcturus Capital, Merck Capital Ventures, Solstice Capital, Valley Ventures,,,,,,,,,,,,,,,,,,,,,,,
2/14/2014,Fletcher Spaght Ventures, Merck Capital Ventures, Novo Ventures, SR One,,,,,,,,,,,,,,,,,,,,,,,
9/23/2011,ARCH Venture Partners, Fidelity Biosciences, Fidelity Growth Partners Europe, Venrock,,,,,,,,,,,,,,,,,,,,,,,
11/22/2008,IDG Capital Partners, Netmovie, Steamboat Ventures,,,,,,,,,,,,,,,,,,,,,,,,
7/25/2008,IDG Capital Partners, Matrix Partners,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/2008,IDG Capital Partners, Matrix Partners,,,,,,,,,,,,,,,,,,,,,,,,,
1/20/2009,Futian Investment, Shenzhen Capital Group,,,,,,,,,,,,,,,,,,,,,,,,,
7/12/2011,Mueller Milch Management, Olympus Capital Holdings Asia, Taishan Invest,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2012,California Technology Ventures, GRC Chrysalix, Olympus Capital Holdings Asia,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2014,GIC Private Limited, GRC Chrysalix, Olympus Capital Holdings Asia,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2004,Carlyle Group, Chengwei Capital, Pacific Venture Partners,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2003,Carlyle Group, Chengwei Capital,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2007,Haitong-Fortis Private Equity Fund Management, Shanghai Industrial Holdings, Shenzhen Fortune Venture Capital,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2013,Airpush, Inc.,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2007,Ascent Venture Partners, Commonwealth Capital Ventures,,,,,,,,,,,,,,,,,,,,,,,,,
9/28/2012,Ascent Venture Partners, Commonwealth Capital Ventures,,,,,,,,,,,,,,,,,,,,,,,,,
6/27/2012,Adams Capital Management, BookRenter, Comerica Bank, Focus Ventures, Lighthouse Capital Partners, Norwest Venture Partners, Storm Ventures,,,,,,,,,,,,,,,,,,,,
9/1/2011,Hubei Provincial High Technology Industry Investment, Shenzhen Capital Group, Zhongjin Innovation Capital,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2010,Green Pine Capital Partners, Shenzhen Capital Group,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/2010,Hubei Kehua Insight Venturing Investment Co., Ltd., Wuhan Good Insight Venturing Investment Co., Ltd.,,,,,,,,,,,,,,,,,,,,,,,
7/18/2012,IDG Capital Partners, Tiantu Capital,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2012,IDG Ventures, Tiantu Capital,,,,,,,,,,,,,,,,,,,,,,,,,
3/3/2008,Hummer Winblad Venture Partners, Storm Ventures,,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2010,GGV Capital, GSR Ventures, Matrix Partners,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2008,GGV Capital, Matrix Partners,,,,,,,,,,,,,,,,,,,,,,,,,
1/19/2009,GGV Capital, Matrix Partners,,,,,,,,,,,,,,,,,,,,,,,,,
10/14/2005,Covera Ventures, Intel Capital, Scale Venture Partners, Seapoint Ventures,,,,,,,,,,,,,,,,,,,,,,,
12/18/2000,AC Ventures, Intel Capital, Seapoint Ventures,,,,,,,,,,,,,,,,,,,,,,,,
8/22/2012,Liaison Technologies, Inc., Merck Global Health Innovation Fund,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2008,General Catalyst Partners, Matrix Partners,,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2009,General Catalyst Partners, Matrix Partners, Scale Venture Partners,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2011,General Catalyst Partners, Google Ventures, Matrix Partners, Salesforce.com, Scale Venture Partners, Sequoia Capital,,,,,,,,,,,,,,,,,,,,,
11/5/2012,Charles River Ventures, Cross Creek Capital Partners, General Catalyst Partners, Google Ventures, Matrix Partners, Salesforce.com, Scale Venture Partners, Sequoia Capital,,,,,,,,,,,,,,,,,,,
5/18/2010,Eden Ventures, Matrix Partners,,,,,,,,,,,,,,,,,,,,,,,,,
5/24/2012,Duff Ackerman & Goodrich Ventures, Eden Ventures, Jafco Ventures, Matrix Partners,,,,,,,,,,,,,,,,,,,,,,,
5/18/2010,Eden Ventures, Matrix Partners,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/2011,DragonVenture, Draper Fisher Jurvetson, Northern Light Venture Capital,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2009,DCM, DragonVenture, Draper Fisher Jurvetson,,,,,,,,,,,,,,,,,,,,,,,,
4/1/2007,DragonVenture, Draper Fisher Jurvetson,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2006,Greycroft Partners, Softbank Capital,,,,,,,,,,,,,,,,,,,,,,,,,
9/25/2007,Greycroft Partners, Softbank Capital,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2006,Greycroft Partners, Softbank Capital,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/2007,Greycroft Partners, Softbank Capital,,,,,,,,,,,,,,,,,,,,,,,,,
3/31/2008,China Science & Merchants Capital Management, Guangdong Technology Venture Capital Group,,,,,,,,,,,,,,,,,,,,,,,,,
9/27/2010,China Science & Merchants Capital Management, Fortune Venture Capital,,,,,,,,,,,,,,,,,,,,,,,,,
7/8/2013,Delaware Crossing Investor Group, Innovation Garden, Jumpstart New Jersey Angel Network,,,,,,,,,,,,,,,,,,,,,,,,
6/6/2013,Great Oaks Venture Capital, Liberty City Ventures, Rothenberg Ventures, SV Angel,,,,,,,,,,,,,,,,,,,,,,,
6/1/2000,BancBoston Capital - PEP, Delta Partners, Maven Capital Partners,,,,,,,,,,,,,,,,,,,,,,,,
10/7/2003,BancBoston Capital - PEP, Delta Partners, Maven Capital Partners,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2013,ARC Angel Fund, Digital Entertainment Ventures,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/2013,First Round Capital, Union Square Ventures,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/2013,BDC Venture Capital, Finalta Capital, SociŽtŽ de dŽveloppement Žconomique Ville-Marie,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2010,500 Startups, Google Ventures, Venture51,,,,,,,,,,,,,,,,,,,,,,,,
9/23/2009,Bain Capital, General Catalyst Partners, Leerink Partners, North Bridge Venture Partners,,,,,,,,,,,,,,,,,,,,,,,
10/10/2011,High-Tech GrŸnderfonds, IBB Beteiligungsgesellschaft, KfW Banking Group, Peppermint VenturePartners, Ventegis Capital,,,,,,,,,,,,,,,,,,,,,,
5/27/2014,Hunan Da Boyun Investment, Hunan High Technology Venture Capital,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2005,Haitong-Fortis Private Equity Fund Management, Tsing Capital,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/2011,Costone Venture Capital, Shenzhen Capital Group,,,,,,,,,,,,,,,,,,,,,,,,,
3/12/2009,Bessemer Venture Partners, General Catalyst Partners, SV Angel,,,,,,,,,,,,,,,,,,,,,,,,
3/12/2010,Bessemer Venture Partners, General Catalyst Partners, Khosla Ventures,,,,,,,,,,,,,,,,,,,,,,,,
7/7/2014,Bessemer Venture Partners, Intel Capital,,,,,,,,,,,,,,,,,,,,,,,,,
1/30/2011,Index Ventures, Just-Eat, Venrex Investment Management,,,,,,,,,,,,,,,,,,,,,,,,
11/18/2013,Axon Partners Group, Forum Synergies,,,,,,,,,,,,,,,,,,,,,,,,,
9/19/2011,CAP Ventures, Enzyme Venture,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2006,Advent International, ITX Corporation, MTI Ventures, NovaQuest, Omega Funds, YFM Equity Partners,,,,,,,,,,,,,,,,,,,,,
4/9/2014,IDG Capital Partners, Mingxin China Growth Fund,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2013,Dundee Venture Capital, Treetop Ventures,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2011,Beringea Private Equity, Credit Suisse,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/2003,GGV Capital, TDF Capital,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2009,Cisco Systems, Draper Fisher Jurvetson,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/2010,Acumen Fund, Bamboo Finance, IFC Asset Management Company, LGT Venture Philanthropy,,,,,,,,,,,,,,,,,,,,,,,
3/1/2010,Acumen Fund, Bamboo Finance,,,,,,,,,,,,,,,,,,,,,,,,,
2/17/2009,Kleiner Perkins Caufield & Byers, Nanogen, Xiamen YST Biotech Co.,,,,,,,,,,,,,,,,,,,,,,,,
7/8/2008,ABS Ventures, Austin Ventures, Canaan Partners, Charles River Ventures, Comdisco, DB Capital Partners, Dominion Ventures, Enterprise Partners Venture Capital, ESPN, Kettle Partners, North Bridge Venture Partners, Performance Equity Management, Tao Venture Capital Partners, The Active Network, Inc., Ticketmaster, William Blair Capital Partners,,,,,,,,,,
6/1/1998,Investor Growth Capital, PCA Infocom Finance Oy,,,,,,,,,,,,,,,,,,,,,,,,,
4/17/2002,Alafi Capital, Banexi Ventures Partners, Edmond de Rothschild Investment Partners, IMH Venture, Life Sciences Partners, Lombard Odier Darier Hentsch,,,,,,,,,,,,,,,,,,,,,
5/26/1999,Apax Partners, HealthCap Venture Capital, IMH Venture,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2000,Alafi Capital, Apax Partners, Auriga Partners, HealthCap Venture Capital, IMH Venture, Lombard Odier Darier Hentsch, Medicis Capital, Rendex Partners, Sofindev,,,,,,,,,,,,,,,,,,
8/16/2006,New Jersey Technology Fund, NGEN Partners, RockPort Capital Partners,,,,,,,,,,,,,,,,,,,,,,,,
7/11/2008,Mohr Davidow Ventures, NGEN Partners, RockPort Capital Partners,,,,,,,,,,,,,,,,,,,,,,,,
1/12/2004,Abbott Laboratories, Abingworth Management, Advanced Technology Ventures, BioVentures Investors, Boston Medical Investors, Lilly Ventures, Polaris Partners,,,,,,,,,,,,,,,,,,,,
7/25/2002,Abingworth Management, Advanced Technology Ventures, Boston Medical Investors, New Enterprise Associates, Polaris Partners,,,,,,,,,,,,,,,,,,,,,,
1/16/2009,Abingworth Management, Advanced Technology Ventures, Biogen Idec New Ventures, BioVentures Investors, Lilly Ventures, MedImmune Ventures, Polaris Partners,,,,,,,,,,,,,,,,,,,,
3/13/2008,Abingworth Management, Advanced Technology Ventures, BioVentures Investors, Lilly Ventures, New Enterprise Associates, Polaris Partners,,,,,,,,,,,,,,,,,,,,,
12/31/2008,Arcturus Capital, DFJ Frontier,,,,,,,,,,,,,,,,,,,,,,,,,
6/21/2010,Adknowledge, Technology Crossover Ventures,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2007,Conduit Ventures, GBS Venture Partners, Uniseed,,,,,,,,,,,,,,,,,,,,,,,,
4/22/2013,Air Liquide, Southern Cross Venture Partners,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2006,Newbury Ventures, Oxford Bioscience Partners, Triathlon Medical Partners, Zero Stage Capital,,,,,,,,,,,,,,,,,,,,,,,
4/24/2001,Newbury Ventures, Oxford Bioscience Partners, Zero Stage Capital,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2007,BioVentures Investors, Triathlon Medical Partners,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/2010,BioVentures Investors, Omega Funds, Volcano Capital,,,,,,,,,,,,,,,,,,,,,,,,
1/23/2012,3M New Ventures, Clean Pacific Ventures,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2005,Firelake Capital Management, Monitor Ventures, Shea Ventures,,,,,,,,,,,,,,,,,,,,,,,,
2/1/2007,Chrysalis Ventures, Firelake Capital Management, Monitor Ventures, RockPort Capital Partners, Shea Ventures,,,,,,,,,,,,,,,,,,,,,,
11/1/2004,Firelake Capital Management, Monitor Ventures,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2012,Firelake Capital Management, Monitor Ventures, RockPort Capital Partners,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2005,Bio Fund Management, Capital Stage, Danisco Venture,,,,,,,,,,,,,,,,,,,,,,,,
1/11/2007,DKA Capital, InnovationsKapital, IVS A/S, TVM Capital,,,,,,,,,,,,,,,,,,,,,,,
7/24/2001,DKA Capital, Olicom A/S, Vaekstfonden, Vertex Venture Capital,,,,,,,,,,,,,,,,,,,,,,,
3/9/2004,DKA Capital, InnovationsKapital, Olicom A/S, TVM Capital, Vaekstfonden, Vertex Venture Holdings,,,,,,,,,,,,,,,,,,,,,
5/3/2007,A123 Systems, Alliance Capital Partners, FA Technology Ventures, GE Commercial Finance, General Electric, MIT Investment Management Company, Motorola, North Bridge Venture Partners, OnPoint Technologies, Sequoia Capital, YankeeTek Ventures,,,,,,,,,,,,,,,,
7/16/2007,Matrix Partners, Silverton Partners,,,,,,,,,,,,,,,,,,,,,,,,,
2/27/2009,Floodgate, Matrix Partners, Silverton Partners, Venrock,,,,,,,,,,,,,,,,,,,,,,,
1/20/2011,Austin Ventures, Bain Capital, Insight Venture Partners, SolarWinds Inc.,,,,,,,,,,,,,,,,,,,,,,,
1/25/2005,Aurora Funds, H.I.G. BioVentures,,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2009,Aurora Funds, H.I.G. BioVentures,,,,,,,,,,,,,,,,,,,,,,,,,
2/16/2014,Como Venture, Intesa Sanpaolo, New Enterprise Associates,,,,,,,,,,,,,,,,,,,,,,,,
7/28/2002,M/C Partners, Morgan Stanley Expansion Capital,,,,,,,,,,,,,,,,,,,,,,,,,
9/28/2006,Lambda Funds, M/C Partners, Morgan Stanley Expansion Capital, Silicon Valley Bank,,,,,,,,,,,,,,,,,,,,,,,
3/3/2009,Leasing Technologies International, M/C Partners, Morgan Stanley Expansion Capital,,,,,,,,,,,,,,,,,,,,,,,,
3/3/2009,Leasing Technologies International, M/C Partners, MSDW Venture Partners,,,,,,,,,,,,,,,,,,,,,,,,
6/5/2007,Accel Partners, Benchmark Capital,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/2009,Accel Partners, Bay Partners, Benchmark Capital, SpringSource,,,,,,,,,,,,,,,,,,,,,,,
6/27/2006,Accel Partners, Benchmark Capital,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2011,Andreessen Horowitz, Lerer Ventures, SV Angel, Y Combinator,,,,,,,,,,,,,,,,,,,,,,,
9/5/2007,Highland Capital Partners, New Enterprise Associates, Sofinnova Ventures, WRF Capital,,,,,,,,,,,,,,,,,,,,,,,
10/4/2007,Comerica Bank, Life Sciences Partners,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2009,Bay City Capital, Highland Capital Partners, New Enterprise Associates, Panorama Capital, Sofinnova Ventures,,,,,,,,,,,,,,,,,,,,,,
10/26/2011,Bay City Capital, Highland Capital Partners, New Enterprise Associates, Panorama Capital, Sofinnova Ventures,,,,,,,,,,,,,,,,,,,,,,
10/27/2011,Andreessen Horowitz, LaunchCapital Ventures, Lerer Ventures, SV Angel, Y Combinator,,,,,,,,,,,,,,,,,,,,,,
5/27/2003,ATMI, CID Capital, Draper Fisher Jurvetson, Draper Triangle Ventures, Staley Capital,,,,,,,,,,,,,,,,,,,,,,
10/26/2001,Draper Triangle Ventures, Staley Capital,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/2010,Lerer Ventures, NextView Ventures, RRE Ventures, Softbank Capital, SV Angel, Thrive Capital,,,,,,,,,,,,,,,,,,,,,
2/17/2012,Accel Partners, Andreessen Horowitz, Battery Ventures, DST Global, Fidelity Growth Partners Europe, Greylock Partners, Groupon Inc., Kleiner Perkins Caufield & Byers, Maverick Capital, MSDW Venture Partners, New Enterprise Associates, Silver Lake, Technology Crossover Ventures,,,,,,,,,,,,,,
12/12/2006,Divergent Ventures, Ignition Venture Partners, Miramar Venture Partners, Rustic Canyon Partners,,,,,,,,,,,,,,,,,,,,,,,
6/10/2005,Miramar Venture Partners, Rustic Canyon Partners,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2012,Ignition Capital, Ignition Venture Partners, Spoken Communications,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2012,ABS Ventures, Everbridge,,,,,,,,,,,,,,,,,,,,,,,,,
3/17/2003,Advanced Technology Ventures, Coastview Capital, Flagship Ventures, Forward Ventures, Gimv, Jafco Ventures, MPM Capital, Oxford Bioscience Partners, SR One,,,,,,,,,,,,,,,,,,
12/18/2005,Advanced Technology Ventures, Alexandria Real Estate Equities, Flagship Ventures, Forward Ventures, Gimv, Jafco Ventures, MPM Capital, Oxford Bioscience Partners, SR One,,,,,,,,,,,,,,,,,,
10/9/2000,Applied Genetic Technologies Corp., Gimv, Oxford Bioscience Partners,,,,,,,,,,,,,,,,,,,,,,,,
10/5/2010,Cambridge Enterprise Seed Funds, DFJ Esprit, Horizon Discovery Ltd., Roche Venture Fund,,,,,,,,,,,,,,,,,,,,,,,
5/6/2005,Caisse de depot et placement du Quebec, Koch Genesis, SAM Private Equity,,,,,,,,,,,,,,,,,,,,,,,,
2/24/2010,Cisco Systems, EPIC Ventures, Granite Ventures, Trident Capital,,,,,,,,,,,,,,,,,,,,,,,
4/8/2009,EPIC Ventures, Trident Capital,,,,,,,,,,,,,,,,,,,,,,,,,
7/15/2013,Cisco Systems, EPIC Ventures, Granite Ventures, In-Q-Tel, Trident Capital, VMware,,,,,,,,,,,,,,,,,,,,,
8/26/2013,Fortinet, Inc., Intel Capital,,,,,,,,,,,,,,,,,,,,,,,,
8/15/2011,Harris & Harris Group, Pike Capital Partners,,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2014,Delta Electronics Capital, Harris & Harris Group, Iron Gate Capital, Prudence Capital Management, TransLink Capital, Vy Capital,,,,,,,,,,,,,,,,,,,,,
6/1/2007,IDG Capital Partners, Vertex Venture Holdings,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/2009,IDG Capital Partners, Vertex Venture Holdings,,,,,,,,,,,,,,,,,,,,,,,,,
3/15/2001,Angel Investors LP, JEGI Capital, Morningside Group, Stockton Partners,,,,,,,,,,,,,,,,,,,,,,,
12/12/2005,Scottish Investment Bank's Scottish Seed Fund, Sigma Capital Group,,,,,,,,,,,,,,,,,,,,,,,,,
6/14/2011,Kima Ventures, Nestadio,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/1999,ABS Ventures, North Bridge Venture Partners,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/2001,ABS Ventures, Commonwealth Capital Ventures, Gilde Healthcare Partners, Needham Capital Partners, North Bridge Venture Partners, One Liberty Ventures, Philips Venture Capital,,,,,,,,,,,,,,,,,,,,
7/11/2012,IDG Capital Partners, Kleiner Perkins Caufield & Byers,,,,,,,,,,,,,,,,,,,,,,,,,
6/7/2011,Batanga, H.I.G. BioVentures, Spring Lake Equity Partners,,,,,,,,,,,,,,,,,,,,,,,,
7/23/2008,Herald Investment Management, Meridian Venture Partners,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2010,Aescap Venture, De Hoge Dennen Capital,,,,,,,,,,,,,,,,,,,,,,,,,
4/2/2013,HBM Partners, NIBC,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/2012,Aescap Venture, De Hoge Dennen Capital,,,,,,,,,,,,,,,,,,,,,,,,,
12/13/2006,IDT, JAIC Seed Capital,,,,,,,,,,,,,,,,,,,,,,,,,
6/15/2009,Infocomm Investments, Mingly,,,,,,,,,,,,,,,,,,,,,,,,,
3/13/2014,Demeter Partners, Innovacom, Rhone-Alpes Creation,,,,,,,,,,,,,,,,,,,,,,,,
6/19/2009,Polaris Partners, SV Life Sciences, Versant Ventures,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2011,Ascension Ventures, Polaris Partners, SV Life Sciences, Versant Ventures,,,,,,,,,,,,,,,,,,,,,,,
3/7/2008,Pinnacle Ventures, SV Life Sciences, Versant Ventures,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2012,Ascension Ventures, Polaris Partners, SV Life Sciences, Versant Ventures,,,,,,,,,,,,,,,,,,,,,,,
6/10/2013,Ascension Ventures, Baxter Ventures,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/2011,JPMorgan Asset Management - Private Equity Group, Sterling Partners,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2012,Pritzker Group Venture Capital, Sterling Partners,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2010,Caterpillar, Wells Fargo Bank,,,,,,,,,,,,,,,,,,,,,,,,,
5/14/2013,Bank of America, BMO Financial Group, Goldman Sachs, JPMorgan Chase, Morgan Stanley, National Bank of Arizona, Royal Bank of Canada, Wells Fargo Bank,,,,,,,,,,,,,,,,,,,
12/9/2010,Naxos Capital Partners (Luxembourg), Nemadi Advisors, Swarraton Partners,,,,,,,,,,,,,,,,,,,,,,,,
5/16/2007,IDG Ventures, Trinity Ventures,,,,,,,,,,,,,,,,,,,,,,,,,
5/24/2006,Bessemer Venture Partners, Insight Venture Partners,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2008,Cedar Fund, Giza Venture Capital, Kreos Capital, Pitango Venture Capital,,,,,,,,,,,,,,,,,,,,,,,
8/22/2006,Cedar Fund, Giza Venture Capital, Pitango Venture Capital,,,,,,,,,,,,,,,,,,,,,,,,
6/1/2006,Canopy Ventures, ECentury Capital Partners,,,,,,,,,,,,,,,,,,,,,,,,,
5/27/2013,GFI Software, Insight Venture Partners,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2009,China New Enterprise Investment, GSR Ventures, Mitsui & Co Global Investment,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2007,GSR Ventures, Sequoia Capital,,,,,,,,,,,,,,,,,,,,,,,,,
1/30/2006,Pilot House Ventures, Sevin Rosen Funds,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/2000,APV Technology Partners, France Telecom, Intel Capital, Marriott & Co., Thomvest Ventures, VantagePoint Capital Partners,,,,,,,,,,,,,,,,,,,,,
5/15/2001,APV Technology Partners, Intel Corporation, Marriott & Co., On Command, Siemens Venture Capital, Thomvest Ventures, Vantage Point Capital Partners,,,,,,,,,,,,,,,,,,,,
10/19/2005,Skyline Ventures, Sutter Hill Ventures,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/1999,Charles River Ventures, Integral Capital Partners, Menlo Ventures, Technology Crossover Ventures,,,,,,,,,,,,,,,,,,,,,,,
10/14/1999,Accel Partners, Allegis Capital, Covad Communications Group, Inc., Crosspoint Venture Partners, Intel Capital, Liberty Digital, Microsoft,,,,,,,,,,,,,,,,,,,
5/1/2010,Baroda Ventures, OVGuide,,,,,,,,,,,,,,,,,,,,,,,,,
3/22/2005,AlpInvest Partners, CFH - Sachsen LB Corporate Finance Holding, Curacyte AG, GZ Paul Partners B.V., IBG Innovationsfonds, IKB Invest, Mittelstandische Beteiligungsgesellschaft Sachsen, S-Beteiligungs, The Stroh Companies, Inc., TVM Capital,,,,,,,,,,,,,,,,
4/30/2002,Grotech Ventures, JPMorgan Partners, New Venture Partners, Pequot Capital Management,,,,,,,,,,,,,,,,,,,,,,,
12/1/2004,Gannett Inc, Grotech Ventures, JPMorgan Partners, New Venture Partners, Pequot Capital Management,,,,,,,,,,,,,,,,,,,,,,
5/1/2000,Allbritton Communications, Beasley Broadcast Group, Bonneville International, DB Capital Partners, Flatiron Partners, Fuse Capital, Gannett Inc, Grotech Ventures, Hambrecht & Quist, Harris Corporation, Incline Equity, J.H. Whitney & Co, JPMorgan Chase, Radio One Inc., Saga Communications, Seligman Investments, TI Ventures, Townsquare Media, Waller-Sutton Media Partner, Williams, Jones & Associates,,,,,,
10/16/2008,PPM Oost, Wadinko,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/2014,KeyBanc Capital Markets, Outcome Capital, Perficient, Inc., Silicon Valley Bank, Watershed Capital Group,,,,,,,,,,,,,,,,,,,,,
6/1/2011,Atomico, GSR Ventures,,,,,,,,,,,,,,,,,,,,,,,,,
